lead_id,contact_id,account_id,campaign_id,status,created_at,mql_date,sql_date,is_converted
LD-25642,,ACC-4702,CMP-77,Raw,2023-10-14,,,False
LD-25643,,ACC-388,CMP-21,Raw,2023-11-02,,,False
LD-25644,CON-8300,ACC-7207,CMP-75,MQL,2023-09-19,2023-09-22,,False
LD-25645,,ACC-4110,CMP-12,Raw,2022-06-19,,,False
LD-25646,,ACC-3715,CMP-74,Raw,2023-07-11,,,False
LD-25647,,ACC-3895,CMP-54,MQL,2023-11-16,2023-11-21,,False
LD-25648,CON-13996,ACC-7331,CMP-81,Raw,2023-05-13,,,False
LD-25649,,ACC-9247,CMP-6,Raw,2023-10-15,,,False
LD-25650,CON-7680,ACC-9929,CMP-62,Raw,2023-07-04,,,False
LD-25651,,ACC-4630,CMP-46,Raw,2022-10-23,,,False
LD-25652,,ACC-2342,CMP-79,MQL,2023-09-16,2023-09-20,,False
LD-25653,,ACC-5869,CMP-77,Raw,2022-07-18,,,False
LD-25654,,ACC-7916,CMP-28,MQL,2023-07-08,2023-07-09,,False
LD-25655,CON-17710,ACC-6762,CMP-27,MQL,2023-08-07,2023-08-10,,False
LD-25656,CON-3547,ACC-3991,CMP-29,Raw,2023-06-23,,,False
LD-25657,CON-5830,ACC-3044,CMP-39,Raw,2023-09-05,,,False
LD-25658,CON-17822,ACC-7454,CMP-67,Raw,2023-04-20,,,False
LD-25659,CON-18320,ACC-56,CMP-11,Raw,2023-05-21,,,False
LD-25660,,ACC-3480,CMP-75,Raw,2023-03-06,,,False
LD-25661,,ACC-9130,CMP-95,MQL,2022-07-26,2022-07-31,,False
LD-25662,CON-10741,ACC-6233,CMP-66,Raw,2023-12-28,,,False
LD-25663,,ACC-3557,CMP-84,Raw,2023-11-19,,,False
LD-25664,CON-19923,ACC-1373,CMP-2,Raw,2022-09-21,,,False
LD-25665,,ACC-8987,CMP-32,MQL,2023-03-11,2023-03-12,,False
LD-25666,CON-707,ACC-7407,CMP-77,MQL,2023-04-24,2023-04-27,,False
LD-25667,CON-8829,ACC-7887,CMP-89,MQL,2023-09-17,2023-09-21,,False
LD-25668,CON-16775,ACC-9006,CMP-69,Raw,2023-06-19,,,False
LD-25669,CON-16999,ACC-3249,CMP-87,Raw,2023-07-20,,,False
LD-25670,CON-4809,ACC-4945,CMP-51,Raw,2023-08-17,,,False
LD-25671,CON-2007,ACC-5697,CMP-24,Raw,2023-06-04,,,False
LD-25672,,ACC-6042,CMP-87,Raw,2023-12-16,,,False
LD-25673,,ACC-9342,CMP-24,Raw,2022-08-20,,,False
LD-25674,CON-17127,ACC-4946,CMP-58,Raw,2022-09-16,,,False
LD-25675,CON-12813,ACC-9829,CMP-68,Raw,2023-01-03,,,False
LD-25676,CON-11079,ACC-1312,CMP-31,Raw,2023-12-11,,,False
LD-25677,,ACC-3539,CMP-15,Raw,2022-08-21,,,False
LD-25678,,ACC-8065,CMP-45,Raw,2023-08-25,,,False
LD-25679,,ACC-4567,CMP-66,Raw,2023-11-17,,,False
LD-25680,CON-7575,ACC-3553,CMP-56,Raw,2023-02-15,,,False
LD-25681,,ACC-1926,CMP-4,MQL,2023-08-18,2023-08-23,,False
LD-25682,CON-6533,ACC-889,CMP-88,MQL,2023-12-05,2023-12-07,,False
LD-25683,,ACC-2965,CMP-19,Raw,2023-10-05,,,False
LD-25684,,ACC-99,CMP-66,Raw,2022-05-31,,,False
LD-25685,,ACC-5117,CMP-78,Raw,2023-10-28,,,False
LD-25686,CON-17388,ACC-5460,CMP-62,Raw,2023-10-14,,,False
LD-25687,,ACC-6248,CMP-59,SQL,2023-06-22,2023-06-23,2023-07-02,False
LD-25688,CON-16354,ACC-9195,CMP-36,Raw,2023-05-27,,,False
LD-25689,,ACC-5809,CMP-57,Raw,2022-08-30,,,False
LD-25690,CON-2342,ACC-9183,CMP-27,Raw,2023-08-24,,,False
LD-25691,CON-254,ACC-7994,CMP-35,Raw,2023-05-09,,,False
LD-25692,CON-18579,ACC-4281,CMP-56,MQL,2023-04-22,2023-04-23,,False
LD-25693,,ACC-6667,CMP-22,Raw,2023-12-31,,,False
LD-25694,,ACC-3638,CMP-32,Raw,2023-07-12,,,False
LD-25695,CON-2205,ACC-2893,CMP-67,Raw,2023-08-31,,,False
LD-25696,,ACC-5499,CMP-40,Raw,2022-12-18,,,False
LD-25697,,ACC-6126,CMP-16,Raw,2023-09-21,,,False
LD-25698,CON-13961,ACC-3659,CMP-18,Raw,2023-09-12,,,False
LD-25699,CON-3166,ACC-3095,CMP-40,Raw,2022-03-12,,,False
LD-25700,CON-2162,ACC-1115,CMP-14,Raw,2023-10-04,,,False
LD-25701,,ACC-8821,CMP-11,Raw,2023-02-14,,,False
LD-25702,,ACC-7375,CMP-4,Raw,2022-10-08,,,False
LD-25703,,ACC-7880,CMP-48,Raw,2023-10-13,,,False
LD-25704,CON-8970,ACC-3304,CMP-14,Converted,2023-09-26,2023-09-29,2023-10-06,True
LD-25705,CON-19141,ACC-4517,CMP-13,SQL,2023-12-18,2023-12-21,2023-12-28,False
LD-25706,CON-12104,ACC-1209,CMP-44,SQL,2023-07-24,2023-07-27,2023-08-07,False
LD-25707,CON-2122,ACC-8900,CMP-74,Raw,2022-04-12,,,False
LD-25708,CON-4946,ACC-2799,CMP-30,Raw,2023-11-25,,,False
LD-25709,CON-2845,ACC-1962,CMP-42,Raw,2023-06-21,,,False
LD-25710,,ACC-5267,CMP-4,Raw,2022-08-17,,,False
LD-25711,,ACC-5413,CMP-17,Raw,2023-01-22,,,False
LD-25712,,ACC-5198,CMP-88,Raw,2023-09-23,,,False
LD-25713,,ACC-7845,CMP-11,SQL,2022-10-01,2022-10-03,2022-10-12,False
LD-25714,,ACC-7998,CMP-73,Raw,2023-12-07,,,False
LD-25715,CON-6477,ACC-2633,CMP-19,SQL,2023-08-09,2023-08-13,2023-08-14,False
LD-25716,,ACC-2867,CMP-74,Raw,2022-11-01,,,False
LD-25717,CON-18334,ACC-9769,CMP-1,MQL,2023-01-06,2023-01-08,,False
LD-25718,CON-13989,ACC-4755,CMP-79,Raw,2023-12-11,,,False
LD-25719,CON-8555,ACC-6006,CMP-23,Raw,2023-03-03,,,False
LD-25720,CON-10151,ACC-3847,CMP-87,Raw,2023-06-03,,,False
LD-25721,,ACC-3114,CMP-34,SQL,2023-08-24,2023-08-26,2023-09-03,False
LD-25722,CON-14777,ACC-7702,CMP-19,Raw,2023-02-23,,,False
LD-25723,CON-3533,ACC-4270,CMP-2,SQL,2023-04-02,2023-04-05,2023-04-11,False
LD-25724,CON-16456,ACC-5433,CMP-77,Raw,2023-11-08,,,False
LD-25725,CON-2689,ACC-9189,CMP-88,MQL,2022-12-20,2022-12-24,,False
LD-25726,CON-12596,ACC-7832,CMP-97,Raw,2023-02-02,,,False
LD-25727,,ACC-7474,CMP-60,MQL,2023-09-08,2023-09-11,,False
LD-25728,CON-3348,ACC-5118,CMP-11,SQL,2022-12-21,2022-12-26,2022-12-30,False
LD-25729,,ACC-4385,CMP-92,Raw,2023-05-27,,,False
LD-25730,CON-7210,ACC-1313,CMP-47,Raw,2023-11-04,,,False
LD-25731,,ACC-6486,CMP-87,Raw,2023-09-16,,,False
LD-25732,CON-795,ACC-542,CMP-95,Raw,2022-10-04,,,False
LD-25733,CON-715,ACC-3079,CMP-20,Raw,2023-10-27,,,False
LD-25734,CON-10868,ACC-3907,CMP-38,Raw,2023-03-21,,,False
LD-25735,,ACC-322,CMP-90,Raw,2023-08-12,,,False
LD-25736,,ACC-237,CMP-67,Raw,2023-05-04,,,False
LD-25737,,ACC-2578,CMP-34,Raw,2023-07-11,,,False
LD-25738,,ACC-1468,CMP-58,SQL,2022-09-14,2022-09-19,2022-09-24,False
LD-25739,CON-1236,ACC-4089,CMP-26,MQL,2022-05-26,2022-05-28,,False
LD-25740,CON-19466,ACC-5336,CMP-0,Raw,2023-05-07,,,False
LD-25741,CON-9933,ACC-535,CMP-63,Raw,2023-10-18,,,False
LD-25742,CON-9146,ACC-3148,CMP-58,Raw,2023-12-07,,,False
LD-25743,,ACC-6704,CMP-22,Raw,2023-12-22,,,False
LD-25744,,ACC-1892,CMP-56,Raw,2023-02-17,,,False
LD-25745,CON-8436,ACC-5336,CMP-21,Raw,2023-10-28,,,False
LD-25746,,ACC-8001,CMP-17,Converted,2023-12-18,2023-12-19,2023-12-20,True
LD-25747,,ACC-4638,CMP-21,Raw,2023-12-25,,,False
LD-25748,CON-9307,ACC-2608,CMP-5,Raw,2023-11-10,,,False
LD-25749,,ACC-7226,CMP-68,MQL,2023-03-05,2023-03-09,,False
LD-25750,,ACC-7466,CMP-71,Raw,2023-12-22,,,False
LD-25751,,ACC-8232,CMP-37,Raw,2023-11-10,,,False
LD-25752,CON-16902,ACC-1845,CMP-33,Raw,2023-05-07,,,False
LD-25753,,ACC-9998,CMP-63,Raw,2023-09-15,,,False
LD-25754,,ACC-450,CMP-6,Raw,2023-10-18,,,False
LD-25755,CON-19750,ACC-1572,CMP-88,Raw,2023-06-10,,,False
LD-25756,,ACC-9033,CMP-19,Raw,2023-03-19,,,False
LD-25757,CON-3829,ACC-1909,CMP-34,Raw,2023-12-11,,,False
LD-25758,CON-19604,ACC-8809,CMP-24,Raw,2022-12-16,,,False
LD-25759,CON-4776,ACC-3408,CMP-46,Raw,2023-09-11,,,False
LD-25760,CON-3242,ACC-3665,CMP-35,Raw,2023-11-17,,,False
LD-25761,CON-5090,ACC-9384,CMP-37,MQL,2023-03-03,2023-03-06,,False
LD-25762,CON-4533,ACC-4574,CMP-63,Raw,2023-11-10,,,False
LD-25763,,ACC-7464,CMP-56,SQL,2023-04-02,2023-04-07,2023-04-12,False
LD-25764,,ACC-4207,CMP-11,Converted,2023-03-26,2023-03-28,2023-04-11,True
LD-25765,,ACC-8096,CMP-55,Raw,2023-11-13,,,False
LD-25766,,ACC-2213,CMP-13,Raw,2023-10-08,,,False
LD-25767,CON-6262,ACC-3161,CMP-44,MQL,2023-01-27,2023-01-31,,False
LD-25768,,ACC-2111,CMP-85,Raw,2023-05-04,,,False
LD-25769,CON-2974,ACC-6395,CMP-82,Raw,2023-05-29,,,False
LD-25770,,ACC-170,CMP-82,Raw,2023-05-15,,,False
LD-25771,CON-15738,ACC-2561,CMP-74,Raw,2022-09-09,,,False
LD-25772,,ACC-8171,CMP-90,Raw,2023-07-12,,,False
LD-25773,CON-790,ACC-8103,CMP-86,MQL,2023-06-14,2023-06-17,,False
LD-25774,,ACC-9210,CMP-91,Raw,2023-05-22,,,False
LD-25775,,ACC-4465,CMP-53,Raw,2023-12-06,,,False
LD-25776,,ACC-663,CMP-15,Raw,2023-08-02,,,False
LD-25777,,ACC-343,CMP-23,Raw,2023-01-04,,,False
LD-25778,CON-8876,ACC-9728,CMP-36,Raw,2023-03-16,,,False
LD-25779,CON-12735,ACC-628,CMP-86,SQL,2023-09-10,2023-09-15,2023-09-18,False
LD-25780,CON-3670,ACC-9683,CMP-58,Converted,2023-02-06,2023-02-08,2023-02-10,True
LD-25781,CON-5685,ACC-4629,CMP-40,SQL,2023-04-16,2023-04-18,2023-04-23,False
LD-25782,,ACC-6831,CMP-89,Raw,2023-01-22,,,False
LD-25783,,ACC-1433,CMP-74,Raw,2023-08-01,,,False
LD-25784,CON-17290,ACC-7723,CMP-80,Raw,2023-07-08,,,False
LD-25785,,ACC-9096,CMP-11,Converted,2023-07-21,2023-07-25,2023-07-27,True
LD-25786,,ACC-9224,CMP-39,Raw,2023-10-27,,,False
LD-25787,,ACC-2777,CMP-57,SQL,2023-07-09,2023-07-13,2023-07-26,False
LD-25788,,ACC-7826,CMP-41,Raw,2023-07-05,,,False
LD-25789,CON-9789,ACC-27,CMP-46,Raw,2023-08-09,,,False
LD-25790,,ACC-7160,CMP-35,Raw,2023-07-02,,,False
LD-25791,,ACC-4937,CMP-61,MQL,2023-06-09,2023-06-13,,False
LD-25792,CON-9148,ACC-6796,CMP-2,Raw,2023-02-22,,,False
LD-25793,,ACC-7502,CMP-98,Converted,2023-03-15,2023-03-20,2023-03-23,True
LD-25794,CON-10774,ACC-598,CMP-4,Raw,2023-02-26,,,False
LD-25795,CON-18752,ACC-7312,CMP-29,Raw,2023-08-28,,,False
LD-25796,CON-8811,ACC-9283,CMP-85,Raw,2023-06-11,,,False
LD-25797,CON-12724,ACC-3387,CMP-24,Converted,2022-11-02,2022-11-07,2022-11-11,True
LD-25798,CON-15890,ACC-276,CMP-84,Raw,2023-12-06,,,False
LD-25799,,ACC-333,CMP-26,Raw,2022-09-16,,,False
LD-25800,CON-12734,ACC-2211,CMP-79,Raw,2023-10-09,,,False
LD-25801,CON-7384,ACC-2316,CMP-4,Raw,2022-11-23,,,False
LD-25802,CON-17434,ACC-9194,CMP-30,Raw,2023-08-11,,,False
LD-25803,CON-14496,ACC-2367,CMP-33,Raw,2022-09-16,,,False
LD-25804,,ACC-2081,CMP-52,MQL,2023-10-02,2023-10-04,,False
LD-25805,CON-11063,ACC-4500,CMP-16,Raw,2023-12-19,,,False
LD-25806,,ACC-2767,CMP-15,Raw,2023-06-21,,,False
LD-25807,,ACC-4193,CMP-52,Raw,2023-06-09,,,False
LD-25808,CON-17201,ACC-2629,CMP-37,MQL,2023-03-24,2023-03-26,,False
LD-25809,CON-1353,ACC-4156,CMP-21,Raw,2023-11-23,,,False
LD-25810,,ACC-9036,CMP-23,Raw,2022-06-20,,,False
LD-25811,CON-8463,ACC-5069,CMP-52,Raw,2023-11-04,,,False
LD-25812,CON-4036,ACC-4297,CMP-68,SQL,2023-05-04,2023-05-06,2023-05-07,False
LD-25813,,ACC-8632,CMP-50,Converted,2023-12-03,2023-12-05,2023-12-17,True
LD-25814,CON-11220,ACC-497,CMP-73,Raw,2023-11-17,,,False
LD-25815,,ACC-8200,CMP-20,Raw,2023-11-17,,,False
LD-25816,,ACC-9482,CMP-14,Converted,2023-07-25,2023-07-28,2023-08-04,True
LD-25817,CON-2611,ACC-1432,CMP-11,Raw,2023-12-15,,,False
LD-25818,CON-8526,ACC-1133,CMP-9,Raw,2023-09-25,,,False
LD-25819,CON-11262,ACC-816,CMP-68,MQL,2023-01-19,2023-01-22,,False
LD-25820,CON-2190,ACC-6503,CMP-79,Raw,2023-09-23,,,False
LD-25821,,ACC-5742,CMP-35,Raw,2023-03-13,,,False
LD-25822,,ACC-9947,CMP-44,Raw,2023-02-07,,,False
LD-25823,CON-8315,ACC-3650,CMP-42,Raw,2023-01-24,,,False
LD-25824,,ACC-5395,CMP-14,Raw,2023-07-02,,,False
LD-25825,CON-10016,ACC-3182,CMP-13,Raw,2023-03-01,,,False
LD-25826,,ACC-5274,CMP-9,Raw,2023-09-11,,,False
LD-25827,,ACC-1420,CMP-28,Converted,2023-05-27,2023-06-01,2023-06-03,True
LD-25828,,ACC-3685,CMP-40,Raw,2023-07-18,,,False
LD-25829,,ACC-8265,CMP-0,MQL,2022-06-12,2022-06-17,,False
LD-25830,CON-16668,ACC-176,CMP-89,Raw,2023-08-12,,,False
LD-25831,,ACC-1962,CMP-18,Raw,2023-12-14,,,False
LD-25832,,ACC-3740,CMP-7,SQL,2022-09-10,2022-09-12,2022-09-24,False
LD-25833,,ACC-4770,CMP-20,Raw,2023-09-27,,,False
LD-25834,,ACC-950,CMP-67,Raw,2023-07-28,,,False
LD-25835,,ACC-4267,CMP-38,Raw,2022-09-06,,,False
LD-25836,,ACC-8167,CMP-69,Raw,2023-06-10,,,False
LD-25837,,ACC-397,CMP-65,Raw,2023-01-01,,,False
LD-25838,,ACC-4815,CMP-0,Raw,2023-12-01,,,False
LD-25839,CON-11852,ACC-1574,CMP-16,Raw,2023-12-19,,,False
LD-25840,CON-1694,ACC-430,CMP-87,Raw,2023-09-01,,,False
LD-25841,CON-9862,ACC-380,CMP-1,Raw,2022-12-12,,,False
LD-25842,,ACC-5391,CMP-73,SQL,2023-12-08,2023-12-09,2023-12-12,False
LD-25843,,ACC-7415,CMP-9,SQL,2022-02-20,2022-02-23,2022-03-07,False
LD-25844,,ACC-4578,CMP-6,Raw,2023-10-30,,,False
LD-25845,,ACC-4275,CMP-83,SQL,2023-11-26,2023-11-29,2023-12-12,False
LD-25846,CON-4686,ACC-5792,CMP-15,Raw,2023-03-04,,,False
LD-25847,,ACC-2502,CMP-3,Raw,2022-10-08,,,False
LD-25848,,ACC-2559,CMP-9,Raw,2023-05-09,,,False
LD-25849,CON-17814,ACC-8652,CMP-69,MQL,2023-11-09,2023-11-12,,False
LD-25850,,ACC-3662,CMP-84,Raw,2023-10-20,,,False
LD-25851,,ACC-3610,CMP-72,MQL,2022-05-13,2022-05-14,,False
LD-25852,CON-15606,ACC-7744,CMP-35,MQL,2023-04-22,2023-04-24,,False
LD-25853,CON-19826,ACC-4997,CMP-94,MQL,2023-05-06,2023-05-09,,False
LD-25854,CON-8847,ACC-5596,CMP-57,Raw,2023-04-07,,,False
LD-25855,CON-4720,ACC-657,CMP-59,Raw,2023-11-27,,,False
LD-25856,,ACC-3474,CMP-83,Raw,2023-06-06,,,False
LD-25857,CON-455,ACC-84,CMP-62,Raw,2023-08-28,,,False
LD-25858,,ACC-7263,CMP-23,Raw,2023-07-11,,,False
LD-25859,CON-8229,ACC-8141,CMP-28,MQL,2023-09-09,2023-09-10,,False
LD-25860,CON-17301,ACC-4758,CMP-33,Raw,2023-09-26,,,False
LD-25861,CON-17212,ACC-2887,CMP-42,Converted,2023-01-30,2023-02-03,2023-02-10,True
LD-25862,,ACC-606,CMP-24,SQL,2023-06-27,2023-06-29,2023-07-02,False
LD-25863,CON-5044,ACC-7232,CMP-86,Raw,2023-12-26,,,False
LD-25864,CON-10196,ACC-2827,CMP-72,MQL,2022-04-06,2022-04-11,,False
LD-25865,CON-16051,ACC-3379,CMP-30,Raw,2023-08-10,,,False
LD-25866,,ACC-7808,CMP-81,SQL,2023-06-08,2023-06-09,2023-06-13,False
LD-25867,CON-6831,ACC-4241,CMP-93,Raw,2023-10-21,,,False
LD-25868,,ACC-1921,CMP-71,Raw,2023-07-11,,,False
LD-25869,CON-15577,ACC-7163,CMP-30,SQL,2023-12-12,2023-12-16,2023-12-17,False
LD-25870,,ACC-7308,CMP-24,Converted,2022-09-03,2022-09-07,2022-09-20,True
LD-25871,,ACC-7682,CMP-99,MQL,2023-11-15,2023-11-18,,False
LD-25872,CON-6491,ACC-8049,CMP-86,Raw,2023-09-23,,,False
LD-25873,CON-18944,ACC-471,CMP-69,SQL,2023-07-10,2023-07-13,2023-07-19,False
LD-25874,,ACC-8373,CMP-78,Raw,2023-11-12,,,False
LD-25875,CON-366,ACC-3429,CMP-70,Raw,2023-12-29,,,False
LD-25876,,ACC-7283,CMP-79,Raw,2023-11-04,,,False
LD-25877,,ACC-8353,CMP-58,Raw,2023-11-26,,,False
LD-25878,CON-4947,ACC-8482,CMP-85,Raw,2023-06-08,,,False
LD-25879,,ACC-8718,CMP-92,Raw,2023-05-03,,,False
LD-25880,,ACC-9695,CMP-6,MQL,2023-12-31,2024-01-02,,False
LD-25881,CON-17955,ACC-6730,CMP-36,MQL,2023-09-23,2023-09-27,,False
LD-25882,,ACC-9284,CMP-49,Raw,2023-10-29,,,False
LD-25883,,ACC-2845,CMP-45,SQL,2023-10-02,2023-10-03,2023-10-04,False
LD-25884,CON-8878,ACC-4769,CMP-19,Raw,2023-05-01,,,False
LD-25885,CON-14515,ACC-405,CMP-7,Raw,2022-08-31,,,False
LD-25886,,ACC-2344,CMP-57,Raw,2023-06-22,,,False
LD-25887,,ACC-8431,CMP-65,Raw,2022-11-28,,,False
LD-25888,CON-18086,ACC-7609,CMP-88,SQL,2023-12-03,2023-12-04,2023-12-16,False
LD-25889,CON-7488,ACC-4685,CMP-15,Raw,2022-08-08,,,False
LD-25890,,ACC-8109,CMP-23,Raw,2022-08-09,,,False
LD-25891,CON-2092,ACC-5782,CMP-28,Raw,2023-12-19,,,False
LD-25892,CON-18420,ACC-6957,CMP-35,Raw,2023-05-04,,,False
LD-25893,,ACC-9481,CMP-97,Raw,2022-09-01,,,False
LD-25894,CON-17123,ACC-8520,CMP-67,Raw,2023-07-24,,,False
LD-25895,,ACC-3719,CMP-92,Raw,2023-11-23,,,False
LD-25896,,ACC-5379,CMP-11,Raw,2022-10-20,,,False
LD-25897,,ACC-7498,CMP-8,Raw,2023-11-10,,,False
LD-25898,CON-11802,ACC-5157,CMP-58,Converted,2023-03-28,2023-04-01,2023-04-05,True
LD-25899,CON-7240,ACC-454,CMP-5,Raw,2023-11-09,,,False
LD-25900,,ACC-268,CMP-38,Raw,2023-01-22,,,False
LD-25901,,ACC-8799,CMP-32,Raw,2023-12-31,,,False
LD-25902,,ACC-307,CMP-52,Raw,2023-08-13,,,False
LD-25903,,ACC-6502,CMP-70,Raw,2023-11-15,,,False
LD-25904,CON-2918,ACC-6715,CMP-94,Raw,2023-02-16,,,False
LD-25905,CON-12754,ACC-5613,CMP-35,Raw,2023-02-21,,,False
LD-25906,CON-10078,ACC-3875,CMP-83,Raw,2023-12-16,,,False
LD-25907,,ACC-7250,CMP-40,Raw,2022-05-15,,,False
LD-25908,CON-12536,ACC-4507,CMP-86,Raw,2023-06-25,,,False
LD-25909,CON-1719,ACC-1480,CMP-40,Raw,2022-08-23,,,False
LD-25910,CON-3628,ACC-6078,CMP-23,Raw,2023-10-18,,,False
LD-25911,CON-4564,ACC-8895,CMP-99,Raw,2023-08-23,,,False
LD-25912,,ACC-4000,CMP-42,SQL,2023-10-26,2023-10-29,2023-11-08,False
LD-25913,CON-11673,ACC-8209,CMP-52,MQL,2023-11-06,2023-11-10,,False
LD-25914,,ACC-6339,CMP-4,Raw,2023-02-02,,,False
LD-25915,CON-15558,ACC-644,CMP-39,Converted,2023-07-26,2023-07-30,2023-08-05,True
LD-25916,CON-19478,ACC-5222,CMP-7,SQL,2023-02-11,2023-02-15,2023-02-16,False
LD-25917,,ACC-8937,CMP-66,Raw,2022-11-03,,,False
LD-25918,CON-17770,ACC-1680,CMP-57,MQL,2023-07-23,2023-07-27,,False
LD-25919,CON-8951,ACC-2041,CMP-13,Raw,2023-06-08,,,False
LD-25920,,ACC-6749,CMP-7,Raw,2023-05-08,,,False
LD-25921,,ACC-3310,CMP-92,Raw,2023-04-28,,,False
LD-25922,CON-14028,ACC-3324,CMP-76,Raw,2023-07-18,,,False
LD-25923,CON-18454,ACC-4508,CMP-15,SQL,2022-08-26,2022-08-28,2022-09-04,False
LD-25924,,ACC-477,CMP-83,Raw,2023-07-04,,,False
LD-25925,CON-9684,ACC-4456,CMP-43,Raw,2023-05-20,,,False
LD-25926,CON-18235,ACC-6661,CMP-41,Raw,2023-10-20,,,False
LD-25927,CON-7808,ACC-5433,CMP-55,MQL,2023-08-28,2023-08-29,,False
LD-25928,CON-10637,ACC-9628,CMP-41,MQL,2023-07-17,2023-07-18,,False
LD-25929,,ACC-1873,CMP-32,MQL,2023-05-29,2023-05-30,,False
LD-25930,,ACC-8429,CMP-25,SQL,2023-03-27,2023-03-31,2023-04-14,False
LD-25931,,ACC-1815,CMP-65,Raw,2023-01-18,,,False
LD-25932,CON-1426,ACC-586,CMP-27,Raw,2023-07-14,,,False
LD-25933,,ACC-6284,CMP-40,Raw,2022-02-06,,,False
LD-25934,CON-16173,ACC-4581,CMP-43,MQL,2023-08-20,2023-08-24,,False
LD-25935,CON-5817,ACC-5552,CMP-97,MQL,2023-11-28,2023-11-30,,False
LD-25936,,ACC-1728,CMP-33,SQL,2023-06-18,2023-06-21,2023-06-28,False
LD-25937,CON-12695,ACC-8197,CMP-44,Raw,2023-11-28,,,False
LD-25938,,ACC-2682,CMP-3,SQL,2022-09-05,2022-09-10,2022-09-11,False
LD-25939,CON-11764,ACC-1863,CMP-67,Raw,2023-05-22,,,False
LD-25940,,ACC-5309,CMP-66,SQL,2022-08-11,2022-08-16,2022-08-22,False
LD-25941,CON-10630,ACC-5821,CMP-52,SQL,2023-12-10,2023-12-15,2023-12-24,False
LD-25942,CON-18025,ACC-2770,CMP-93,SQL,2023-11-10,2023-11-13,2023-11-27,False
LD-25943,CON-13052,ACC-2131,CMP-86,Raw,2023-09-27,,,False
LD-25944,CON-5506,ACC-3779,CMP-4,Raw,2022-04-07,,,False
LD-25945,,ACC-2835,CMP-26,Raw,2023-06-18,,,False
LD-25946,,ACC-5594,CMP-96,MQL,2023-06-12,2023-06-15,,False
LD-25947,CON-4109,ACC-1486,CMP-62,MQL,2023-07-21,2023-07-23,,False
LD-25948,CON-10825,ACC-4001,CMP-2,Raw,2023-11-07,,,False
LD-25949,CON-2615,ACC-3549,CMP-60,SQL,2023-11-05,2023-11-09,2023-11-20,False
LD-25950,,ACC-895,CMP-13,MQL,2023-05-29,2023-05-30,,False
LD-25951,,ACC-25,CMP-33,SQL,2023-09-01,2023-09-06,2023-09-16,False
LD-25952,CON-17318,ACC-1898,CMP-67,Raw,2023-07-14,,,False
LD-25953,,ACC-4123,CMP-10,Raw,2022-10-30,,,False
LD-25954,,ACC-9281,CMP-13,Raw,2023-12-23,,,False
LD-25955,CON-1900,ACC-4691,CMP-1,MQL,2023-03-04,2023-03-08,,False
LD-25956,,ACC-9201,CMP-49,MQL,2023-11-19,2023-11-23,,False
LD-25957,,ACC-760,CMP-36,Raw,2023-03-23,,,False
LD-25958,,ACC-3306,CMP-23,MQL,2022-06-21,2022-06-24,,False
LD-25959,CON-2531,ACC-6773,CMP-67,Converted,2023-12-30,2024-01-01,2024-01-05,True
LD-25960,CON-8395,ACC-4403,CMP-87,Raw,2023-05-03,,,False
LD-25961,CON-2689,ACC-2697,CMP-98,Raw,2023-11-26,,,False
LD-25962,,ACC-585,CMP-31,MQL,2023-11-13,2023-11-15,,False
LD-25963,CON-8550,ACC-1288,CMP-80,Raw,2023-04-22,,,False
LD-25964,,ACC-7943,CMP-56,Raw,2023-10-11,,,False
LD-25965,,ACC-4649,CMP-52,SQL,2023-07-17,2023-07-22,2023-08-04,False
LD-25966,CON-7239,ACC-6971,CMP-31,Converted,2023-05-22,2023-05-27,2023-05-30,True
LD-25967,,ACC-2898,CMP-70,Raw,2023-10-07,,,False
LD-25968,CON-8091,ACC-6658,CMP-99,Raw,2023-08-15,,,False
LD-25969,,ACC-3883,CMP-18,Raw,2022-05-04,,,False
LD-25970,,ACC-1924,CMP-0,Raw,2022-12-24,,,False
LD-25971,CON-10133,ACC-6765,CMP-76,Raw,2022-05-22,,,False
LD-25972,,ACC-3714,CMP-44,Raw,2023-12-29,,,False
LD-25973,CON-16410,ACC-3256,CMP-5,Raw,2023-12-31,,,False
LD-25974,,ACC-7517,CMP-17,Raw,2023-03-16,,,False
LD-25975,,ACC-9875,CMP-90,Raw,2023-03-05,,,False
LD-25976,CON-19215,ACC-5620,CMP-16,MQL,2023-10-18,2023-10-19,,False
LD-25977,CON-18090,ACC-1622,CMP-67,Raw,2023-04-21,,,False
LD-25978,CON-4996,ACC-2883,CMP-3,SQL,2023-09-28,2023-09-29,2023-10-04,False
LD-25979,CON-8923,ACC-4446,CMP-5,MQL,2023-11-16,2023-11-17,,False
LD-25980,CON-10737,ACC-3257,CMP-85,Raw,2023-09-13,,,False
LD-25981,CON-9179,ACC-6403,CMP-50,Raw,2023-11-25,,,False
LD-25982,CON-8154,ACC-5596,CMP-21,Raw,2023-09-03,,,False
LD-25983,CON-2798,ACC-4331,CMP-79,MQL,2023-10-30,2023-11-04,,False
LD-25984,,ACC-9154,CMP-39,SQL,2023-06-09,2023-06-10,2023-06-18,False
LD-25985,,ACC-9186,CMP-33,SQL,2023-05-31,2023-06-04,2023-06-14,False
LD-25986,CON-2500,ACC-4730,CMP-3,SQL,2023-10-24,2023-10-25,2023-10-26,False
LD-25987,CON-15353,ACC-1214,CMP-67,MQL,2023-07-27,2023-07-29,,False
