opportunity_id,account_id,owner_id,lead_source_id,amount,tcv,mrr,contract_months,stage,forecast_category,win_probability,created_date,close_date,renewal_date,is_won,is_closed
OPP-931,ACC-3881,AE-4,CMP-84,7677,7677.0,639.75,12,Closed Lost,Closed,0.0,2023-10-27,2023-11-14,,False,True
OPP-932,ACC-7588,AE-0,CMP-8,7862,15724.0,655.17,24,Closed Won,Closed,1.0,2023-12-30,,,True,True
OPP-933,ACC-752,AE-9,CMP-56,23844,47688.0,1987.0,24,Closed Lost,Closed,0.0,2023-03-26,2023-04-10,,False,True
OPP-934,ACC-5424,AE-11,CMP-9,18088,36176.0,1507.33,24,Closed Won,Closed,1.0,2022-10-27,2022-12-07,2024-11-26,True,True
OPP-935,ACC-8165,AE-10,CMP-13,21942,65826.0,1828.5,36,Negotiation,Upside,0.16264858485964884,2023-06-25,,,False,False
OPP-936,ACC-93,AE-6,CMP-6,8791,26373.0,732.58,36,Closed Won,Closed,1.0,2023-11-24,,,True,True
OPP-937,ACC-3321,AE-1,CMP-88,5367,16101.0,447.25,36,Closed Lost,Closed,0.0,2022-11-14,2022-11-26,,False,True
OPP-938,ACC-5528,AE-11,CMP-82,11398,11398.0,949.83,12,Closed Lost,Closed,0.0,2023-12-27,,,False,True
OPP-939,ACC-7701,AE-15,CMP-55,12612,12612.0,1051.0,12,Closed Lost,Closed,0.0,2023-11-06,2023-12-07,,False,True
OPP-940,ACC-3304,AE-4,CMP-14,10757,21514.0,896.42,24,Closed Won,Closed,1.0,2023-10-06,2023-10-24,2025-10-13,True,True
OPP-941,ACC-8001,AE-8,CMP-17,9296,27888.0,774.67,36,Closed Lost,Closed,0.0,2023-12-20,,,False,True
OPP-942,ACC-4207,AE-6,CMP-11,9477,28431.0,789.75,36,Negotiation,Commit,0.4617865940606294,2023-04-11,,,False,False
OPP-943,ACC-9683,AE-8,CMP-58,5110,10220.0,425.83,24,Closed Lost,Closed,0.0,2023-02-10,2023-03-22,,False,True
OPP-944,ACC-9096,AE-19,CMP-11,16052,48156.0,1337.67,36,Closed Won,Closed,1.0,2023-07-27,2023-08-12,2026-07-27,True,True
OPP-945,ACC-7502,AE-0,CMP-98,7750,15500.0,645.83,24,Demo,Upside,0.7301735349443713,2023-03-23,,,False,False
OPP-946,ACC-3387,AE-4,CMP-24,17182,17182.0,1431.83,12,Negotiation,Pipeline,0.35803520471321926,2022-11-11,,,False,False
OPP-947,ACC-8632,AE-19,CMP-50,11488,11488.0,957.33,12,Closed Lost,Closed,0.0,2023-12-17,,,False,True
OPP-948,ACC-9482,AE-14,CMP-14,22885,68655.0,1907.08,36,Closed Lost,Closed,0.0,2023-08-04,2023-08-17,,False,True
OPP-949,ACC-1420,AE-10,CMP-28,21461,21461.0,1788.42,12,Closed Lost,Closed,0.0,2023-06-03,2023-06-19,,False,True
OPP-950,ACC-2887,AE-13,CMP-42,6887,6887.0,573.92,12,Demo,Pipeline,0.6821544213345438,2023-02-10,,,False,False
OPP-951,ACC-7308,AE-4,CMP-24,8635,8635.0,719.58,12,Closed Lost,Closed,0.0,2022-09-20,2022-10-04,,False,True
OPP-952,ACC-5157,AE-8,CMP-58,18789,18789.0,1565.75,12,Closed Lost,Closed,0.0,2023-04-05,2023-04-19,,False,True
OPP-953,ACC-644,AE-15,CMP-39,20768,20768.0,1730.67,12,Closed Won,Closed,1.0,2023-08-05,2023-09-02,2024-08-27,True,True
OPP-954,ACC-6773,AE-1,CMP-67,19463,19463.0,1621.92,12,Closed Lost,Closed,0.0,2024-01-05,,,False,True
OPP-955,ACC-6971,AE-3,CMP-31,16793,50379.0,1399.42,36,Closed Lost,Closed,0.0,2023-05-30,2023-06-27,,False,True
OPP-956,ACC-3698,AE-4,CMP-77,190017,570051.0,15834.75,36,Discovery,Commit,0.2814723667592894,2023-01-13,,,False,False
OPP-957,ACC-8807,AE-15,CMP-88,13475,13475.0,1122.92,12,Closed Won,Closed,1.0,2022-11-28,2022-12-12,2023-12-07,True,True
OPP-958,ACC-3533,AE-8,CMP-42,10974,32922.0,914.5,36,Closed Lost,Closed,0.0,2023-12-15,,,False,True
OPP-959,ACC-1702,AE-19,CMP-5,13745,13745.0,1145.42,12,Closed Won,Closed,1.0,2023-09-28,2023-10-19,2024-10-13,True,True
OPP-960,ACC-5534,AE-11,CMP-14,10382,31146.0,865.17,36,Closed Lost,Closed,0.0,2023-11-28,2023-12-17,,False,True
OPP-961,ACC-9111,AE-6,CMP-33,23336,23336.0,1944.67,12,Proposal,Upside,0.3375370794726278,2024-01-09,,,False,False
OPP-962,ACC-3621,AE-6,CMP-31,6470,19410.0,539.17,36,Closed Lost,Closed,0.0,2023-11-07,2023-11-23,,False,True
OPP-963,ACC-4086,AE-15,CMP-72,6124,6124.0,510.33,12,Closed Lost,Closed,0.0,2023-04-26,2023-05-17,,False,True
OPP-964,ACC-689,AE-13,CMP-19,8498,8498.0,708.17,12,Closed Lost,Closed,0.0,2023-03-21,2023-04-07,,False,True
OPP-965,ACC-8938,AE-0,CMP-31,15157,45471.0,1263.08,36,Closed Won,Closed,1.0,2023-12-18,2023-12-29,2026-12-13,True,True
OPP-966,ACC-4914,AE-6,CMP-6,11977,35931.0,998.08,36,Closed Lost,Closed,0.0,2023-11-14,2023-11-20,,False,True
OPP-967,ACC-5573,AE-5,CMP-26,11862,35586.0,988.5,36,Negotiation,Commit,0.100043612836911,2023-07-23,,,False,False
OPP-968,ACC-7214,AE-18,CMP-49,6098,12196.0,508.17,24,Closed Lost,Closed,0.0,2023-11-02,2023-11-11,,False,True
OPP-969,ACC-7735,AE-4,CMP-44,23045,23045.0,1920.42,12,Closed Lost,Closed,0.0,2023-06-18,2023-06-24,,False,True
OPP-970,ACC-2533,AE-13,CMP-37,20357,40714.0,1696.42,24,Closed Lost,Closed,0.0,2023-02-23,2023-03-08,,False,True
OPP-971,ACC-2610,AE-4,CMP-79,8076,8076.0,673.0,12,Closed Won,Closed,1.0,2023-11-23,2023-12-07,2024-12-01,True,True
OPP-972,ACC-6881,AE-13,CMP-21,8446,25338.0,703.83,36,Closed Lost,Closed,0.0,2023-09-28,2023-10-21,,False,True
OPP-973,ACC-1190,AE-11,CMP-80,5237,15711.0,436.42,36,Closed Won,Closed,1.0,2023-03-31,2023-04-13,2026-03-28,True,True
OPP-974,ACC-4305,AE-19,CMP-20,12225,36675.0,1018.75,36,Proposal,Upside,0.6063144122625882,2023-11-07,,,False,False
OPP-975,ACC-581,AE-19,CMP-57,154787,309574.0,12898.92,24,Closed Won,Closed,1.0,2023-07-16,2023-09-13,2025-09-02,True,True
OPP-976,ACC-7030,AE-14,CMP-18,14120,14120.0,1176.67,12,Closed Lost,Closed,0.0,2023-01-28,2023-03-05,,False,True
OPP-977,ACC-6462,AE-10,CMP-10,138110,138110.0,11509.17,12,Closed Won,Closed,1.0,2023-11-28,,,True,True
OPP-978,ACC-6601,AE-11,CMP-54,22792,45584.0,1899.33,24,Closed Lost,Closed,0.0,2024-01-01,,,False,True
OPP-979,ACC-6582,AE-1,CMP-60,10456,20912.0,871.33,24,Demo,Best Case,0.7730405709374463,2023-12-05,,,False,False
OPP-980,ACC-8864,AE-9,CMP-86,10226,30678.0,852.17,36,Closed Lost,Closed,0.0,2023-07-12,2023-07-29,,False,True
OPP-981,ACC-5515,AE-7,CMP-97,12216,12216.0,1018.0,12,Closed Lost,Closed,0.0,2022-10-13,2022-11-02,,False,True
OPP-982,ACC-680,AE-12,CMP-52,23859,23859.0,1988.25,12,Demo,Commit,0.22546121323817095,2023-12-09,,,False,False
OPP-983,ACC-5152,AE-4,CMP-17,70837,212511.0,5903.08,36,Discovery,Best Case,0.2926252270241386,2022-11-15,,,False,False
OPP-984,ACC-6516,AE-10,CMP-75,9711,29133.0,809.25,36,Closed Lost,Closed,0.0,2023-06-21,2023-07-04,,False,True
OPP-985,ACC-4023,AE-14,CMP-48,10280,10280.0,856.67,12,Demo,Pipeline,0.31317454041238013,2023-09-16,,,False,False
OPP-986,ACC-2599,AE-16,CMP-34,12808,38424.0,1067.33,36,Demo,Pipeline,0.15097928385192833,2023-12-18,,,False,False
OPP-987,ACC-7576,AE-1,CMP-80,17652,17652.0,1471.0,12,Proposal,Upside,0.3563560397191816,2023-03-06,,,False,False
OPP-988,ACC-9052,AE-3,CMP-61,6432,12864.0,536.0,24,Demo,Best Case,0.7095232425992254,2022-10-27,,,False,False
OPP-989,ACC-7096,AE-19,CMP-30,7348,22044.0,612.33,36,Negotiation,Upside,0.26384731359553165,2023-06-16,,,False,False
OPP-990,ACC-4293,AE-11,CMP-68,159872,479616.0,13322.67,36,Closed Lost,Closed,0.0,2023-10-27,2023-12-31,,False,True
OPP-991,ACC-4709,AE-5,CMP-2,23784,47568.0,1982.0,24,Closed Won,Closed,1.0,2023-05-12,2023-05-27,2025-05-16,True,True
OPP-992,ACC-8910,AE-9,CMP-52,18029,54087.0,1502.42,36,Negotiation,Upside,0.2681626278650293,2023-05-11,,,False,False
OPP-993,ACC-5252,AE-6,CMP-9,6158,18474.0,513.17,36,Proposal,Upside,0.11257090162992014,2023-10-05,,,False,False
OPP-994,ACC-3638,AE-1,CMP-15,11211,11211.0,934.25,12,Proposal,Commit,0.1560113592828072,2023-12-13,,,False,False
OPP-995,ACC-1549,AE-6,CMP-26,13436,26872.0,1119.67,24,Closed Lost,Closed,0.0,2022-07-06,2022-07-18,,False,True
OPP-996,ACC-1419,AE-14,CMP-85,235378,235378.0,19614.83,12,Closed Lost,Closed,0.0,2023-08-27,2023-10-16,,False,True
OPP-997,ACC-3065,AE-16,CMP-28,7978,23934.0,664.83,36,Discovery,Best Case,0.5275280243152524,2023-10-24,,,False,False
OPP-998,ACC-8877,AE-7,CMP-5,23233,69699.0,1936.08,36,Closed Lost,Closed,0.0,2023-10-05,2023-10-21,,False,True
OPP-999,ACC-5654,AE-16,CMP-15,5762,5762.0,480.17,12,Closed Won,Closed,1.0,2023-04-21,2023-05-05,2024-04-29,True,True
OPP-1000,ACC-7281,AE-2,CMP-42,6954,6954.0,579.5,12,Closed Lost,Closed,0.0,2023-05-25,2023-06-27,,False,True
OPP-1001,ACC-1495,AE-7,CMP-75,23107,23107.0,1925.58,12,Closed Lost,Closed,0.0,2022-05-02,2022-05-22,,False,True
OPP-1002,ACC-8979,AE-9,CMP-61,12645,12645.0,1053.75,12,Negotiation,Upside,0.22915627120312718,2022-08-31,,,False,False
OPP-1003,ACC-9872,AE-16,CMP-51,15112,45336.0,1259.33,36,Demo,Best Case,0.4773111512435515,2023-02-12,,,False,False
OPP-1004,ACC-6452,AE-2,CMP-51,24256,48512.0,2021.33,24,Discovery,Upside,0.1766410153280965,2023-05-16,,,False,False
OPP-1005,ACC-3408,AE-12,CMP-99,16439,32878.0,1369.92,24,Closed Won,Closed,1.0,2023-12-28,,,True,True
OPP-1006,ACC-9599,AE-19,CMP-20,17100,34200.0,1425.0,24,Negotiation,Commit,0.7124229922458885,2024-01-01,,,False,False
OPP-1007,ACC-9907,AE-7,CMP-17,23914,23914.0,1992.83,12,Closed Lost,Closed,0.0,2022-10-16,2022-11-17,,False,True
OPP-1008,ACC-5269,AE-13,CMP-45,22303,22303.0,1858.58,12,Closed Won,Closed,1.0,2023-12-02,2023-12-26,2024-12-20,True,True
OPP-1009,ACC-5951,AE-18,CMP-36,14702,29404.0,1225.17,24,Closed Lost,Closed,0.0,2022-09-22,2022-10-15,,False,True
OPP-1010,ACC-1209,AE-19,CMP-94,144000,144000.0,12000.0,12,Proposal,Best Case,0.11347237646401417,2023-07-14,,,False,False
OPP-1011,ACC-5781,AE-6,CMP-59,13155,13155.0,1096.25,12,Closed Lost,Closed,0.0,2023-12-02,,,False,True
OPP-1012,ACC-6369,AE-7,CMP-63,12074,12074.0,1006.17,12,Negotiation,Commit,0.5195068728906835,2023-12-04,,,False,False
OPP-1013,ACC-2498,AE-5,CMP-2,194939,584817.0,16244.92,36,Closed Lost,Closed,0.0,2022-05-12,2022-08-27,,False,True
OPP-1014,ACC-7654,AE-0,CMP-90,9739,9739.0,811.58,12,Closed Lost,Closed,0.0,2023-08-29,2023-09-24,,False,True
OPP-1015,ACC-6003,AE-18,CMP-20,6816,6816.0,568.0,12,Closed Lost,Closed,0.0,2024-01-07,,,False,True
OPP-1016,ACC-5557,AE-1,CMP-46,16594,33188.0,1382.83,24,Closed Lost,Closed,0.0,2023-03-24,2023-04-18,,False,True
OPP-1017,ACC-1879,AE-14,CMP-89,11122,22244.0,926.83,24,Closed Lost,Closed,0.0,2022-08-12,2022-09-01,,False,True
OPP-1018,ACC-845,AE-4,CMP-77,9382,28146.0,781.83,36,Closed Lost,Closed,0.0,2022-11-07,2022-11-27,,False,True
OPP-1019,ACC-5100,AE-6,CMP-91,17612,52836.0,1467.67,36,Closed Won,Closed,1.0,2023-03-18,2023-04-12,2026-03-27,True,True
OPP-1020,ACC-4713,AE-8,CMP-78,17386,34772.0,1448.83,24,Closed Lost,Closed,0.0,2024-01-08,,,False,True
OPP-1021,ACC-9136,AE-1,CMP-78,8955,8955.0,746.25,12,Discovery,Pipeline,0.5431058526855765,2023-11-23,,,False,False
OPP-1022,ACC-3848,AE-6,CMP-88,19653,58959.0,1637.75,36,Closed Lost,Closed,0.0,2023-12-23,,,False,True
OPP-1023,ACC-3190,AE-1,CMP-80,24911,24911.0,2075.92,12,Proposal,Pipeline,0.7360446951562883,2023-03-31,,,False,False
OPP-1024,ACC-6848,AE-11,CMP-6,15173,45519.0,1264.42,36,Closed Lost,Closed,0.0,2023-10-17,2023-11-06,,False,True
OPP-1025,ACC-2700,AE-13,CMP-39,10429,20858.0,869.08,24,Negotiation,Upside,0.1779449507200258,2023-08-11,,,False,False
OPP-1026,ACC-440,AE-7,CMP-13,23106,23106.0,1925.5,12,Closed Lost,Closed,0.0,2023-10-02,2023-10-23,,False,True
OPP-1027,ACC-5452,AE-3,CMP-40,12775,12775.0,1064.58,12,Closed Won,Closed,1.0,2023-01-02,2023-02-07,2024-02-02,True,True
OPP-1028,ACC-3207,AE-1,CMP-91,5829,17487.0,485.75,36,Closed Lost,Closed,0.0,2023-07-13,2023-07-25,,False,True
OPP-1029,ACC-9990,AE-8,CMP-89,22572,22572.0,1881.0,12,Closed Won,Closed,1.0,2022-11-04,2022-11-17,2023-11-12,True,True
OPP-1030,ACC-5252,AE-5,CMP-30,15261,45783.0,1271.75,36,Negotiation,Commit,0.2588520160655544,2023-07-28,,,False,False
OPP-1031,ACC-593,AE-4,CMP-42,21317,21317.0,1776.42,12,Proposal,Commit,0.7485259085339496,2023-08-22,,,False,False
OPP-1032,ACC-3704,AE-14,CMP-94,161012,483036.0,13417.67,36,Closed Lost,Closed,0.0,2023-08-03,2023-09-19,,False,True
OPP-1033,ACC-6671,AE-16,CMP-36,5143,5143.0,428.58,12,Proposal,Pipeline,0.7328962802880591,2023-04-06,,,False,False
OPP-1034,ACC-4085,AE-16,CMP-30,15708,47124.0,1309.0,36,Closed Lost,Closed,0.0,2023-11-07,2023-11-18,,False,True
OPP-1035,ACC-706,AE-15,CMP-96,18878,56634.0,1573.17,36,Closed Lost,Closed,0.0,2023-12-06,2023-12-31,,False,True
OPP-1036,ACC-8954,AE-3,CMP-34,10576,21152.0,881.33,24,Closed Won,Closed,1.0,2023-12-29,,,True,True
OPP-1037,ACC-325,AE-5,CMP-53,13136,26272.0,1094.67,24,Closed Won,Closed,1.0,2022-06-24,2022-07-26,2024-07-15,True,True
OPP-1038,ACC-9068,AE-1,CMP-31,10460,31380.0,871.67,36,Closed Lost,Closed,0.0,2023-06-29,2023-07-19,,False,True
OPP-1039,ACC-9512,AE-2,CMP-62,8585,8585.0,715.42,12,Closed Won,Closed,1.0,2023-10-17,2023-10-29,2024-10-23,True,True
OPP-1040,ACC-966,AE-13,CMP-2,23006,23006.0,1917.17,12,Closed Won,Closed,1.0,2023-06-17,2023-06-30,2024-06-24,True,True
OPP-1041,ACC-3167,AE-6,CMP-39,11877,23754.0,989.75,24,Closed Lost,Closed,0.0,2023-07-25,2023-08-18,,False,True
OPP-1042,ACC-3940,AE-3,CMP-19,22206,66618.0,1850.5,36,Proposal,Upside,0.31759882901669123,2023-04-26,,,False,False
OPP-1043,ACC-455,AE-8,CMP-32,20911,62733.0,1742.58,36,Closed Lost,Closed,0.0,2023-10-11,2023-11-01,,False,True
OPP-1044,ACC-4597,AE-9,CMP-68,22835,22835.0,1902.92,12,Closed Lost,Closed,0.0,2023-04-16,2023-05-17,,False,True
OPP-1045,ACC-4507,AE-6,CMP-57,18382,36764.0,1531.83,24,Closed Lost,Closed,0.0,2023-04-23,2023-05-13,,False,True
OPP-1046,ACC-7103,AE-7,CMP-42,24800,74400.0,2066.67,36,Negotiation,Best Case,0.34480987985211575,2023-02-18,,,False,False
OPP-1047,ACC-5281,AE-17,CMP-26,8674,26022.0,722.83,36,Closed Won,Closed,1.0,2023-07-15,2023-08-06,2026-07-21,True,True
OPP-1048,ACC-152,AE-15,CMP-36,12939,25878.0,1078.25,24,Closed Lost,Closed,0.0,2023-12-04,2023-12-23,,False,True
OPP-1049,ACC-1640,AE-16,CMP-22,10167,20334.0,847.25,24,Closed Lost,Closed,0.0,2023-12-02,,,False,True
OPP-1050,ACC-1026,AE-6,CMP-69,7137,7137.0,594.75,12,Negotiation,Upside,0.6573726081177209,2023-05-01,,,False,False
OPP-1051,ACC-2478,AE-7,CMP-69,18908,56724.0,1575.67,36,Closed Lost,Closed,0.0,2023-11-28,2023-12-23,,False,True
OPP-1052,ACC-3701,AE-11,CMP-47,14753,29506.0,1229.42,24,Closed Lost,Closed,0.0,2023-12-30,,,False,True
OPP-1053,ACC-9152,AE-16,CMP-16,9962,19924.0,830.17,24,Demo,Best Case,0.18146726580255346,2023-10-19,,,False,False
OPP-1054,ACC-1158,AE-3,CMP-31,9242,18484.0,770.17,24,Closed Lost,Closed,0.0,2023-11-08,2023-11-25,,False,True
OPP-1055,ACC-7745,AE-3,CMP-15,23890,23890.0,1990.83,12,Closed Lost,Closed,0.0,2023-11-23,2023-12-20,,False,True
OPP-1056,ACC-103,AE-16,CMP-92,11292,22584.0,941.0,24,Closed Lost,Closed,0.0,2024-01-02,,,False,True
OPP-1057,ACC-5633,AE-8,CMP-44,6446,12892.0,537.17,24,Closed Won,Closed,1.0,2023-06-05,2023-07-04,2025-06-23,True,True
OPP-1058,ACC-4397,AE-6,CMP-91,17694,35388.0,1474.5,24,Closed Won,Closed,1.0,2023-01-26,2023-02-25,2025-02-14,True,True
OPP-1059,ACC-1513,AE-15,CMP-61,10503,31509.0,875.25,36,Closed Won,Closed,1.0,2023-06-04,2023-06-29,2026-06-13,True,True
OPP-1060,ACC-5085,AE-9,CMP-69,23728,23728.0,1977.33,12,Closed Lost,Closed,0.0,2023-06-18,2023-06-30,,False,True
OPP-1061,ACC-4010,AE-4,CMP-63,11224,33672.0,935.33,36,Closed Lost,Closed,0.0,2023-10-24,2023-11-22,,False,True
OPP-1062,ACC-9268,AE-13,CMP-65,20393,61179.0,1699.42,36,Closed Lost,Closed,0.0,2023-05-24,2023-06-04,,False,True
OPP-1063,ACC-9730,AE-4,CMP-10,22616,45232.0,1884.67,24,Proposal,Pipeline,0.6063177636780708,2022-12-23,,,False,False
OPP-1064,ACC-6578,AE-8,CMP-45,19556,39112.0,1629.67,24,Closed Lost,Closed,0.0,2023-09-01,2023-09-16,,False,True
OPP-1065,ACC-5478,AE-1,CMP-74,18549,18549.0,1545.75,12,Closed Lost,Closed,0.0,2023-01-31,2023-02-24,,False,True
OPP-1066,ACC-3298,AE-15,CMP-94,19941,59823.0,1661.75,36,Closed Won,Closed,1.0,2023-07-27,2023-08-08,2026-07-23,True,True
OPP-1067,ACC-9800,AE-17,CMP-12,24753,74259.0,2062.75,36,Proposal,Commit,0.10875821029379013,2023-01-16,,,False,False
OPP-1068,ACC-5974,AE-19,CMP-33,22441,67323.0,1870.08,36,Proposal,Commit,0.20131934532406887,2023-05-12,,,False,False
OPP-1069,ACC-923,AE-14,CMP-23,13253,13253.0,1104.42,12,Closed Lost,Closed,0.0,2023-03-26,2023-04-11,,False,True
OPP-1070,ACC-2043,AE-19,CMP-52,14528,29056.0,1210.67,24,Demo,Commit,0.4082273890789849,2023-10-09,,,False,False
OPP-1071,ACC-4406,AE-7,CMP-80,223088,446176.0,18590.67,24,Closed Lost,Closed,0.0,2022-11-29,2023-02-02,,False,True
OPP-1072,ACC-6347,AE-14,CMP-59,126387,126387.0,10532.25,12,Closed Won,Closed,1.0,2023-07-13,2023-09-27,2024-09-21,True,True
OPP-1073,ACC-7897,AE-4,CMP-70,10718,32154.0,893.17,36,Closed Won,Closed,1.0,2023-10-29,2023-11-24,2026-11-08,True,True
OPP-1074,ACC-2218,AE-18,CMP-28,19080,19080.0,1590.0,12,Closed Lost,Closed,0.0,2023-07-07,2023-07-22,,False,True
OPP-1075,ACC-6796,AE-15,CMP-39,200298,200298.0,16691.5,12,Closed Lost,Closed,0.0,2023-07-02,2023-08-02,,False,True
OPP-1076,ACC-6805,AE-11,CMP-12,18151,18151.0,1512.58,12,Discovery,Pipeline,0.16643932143767087,2023-06-03,,,False,False
OPP-1077,ACC-9208,AE-3,CMP-16,14343,43029.0,1195.25,36,Proposal,Best Case,0.45561356550627274,2024-01-07,,,False,False
OPP-1078,ACC-1725,AE-2,CMP-61,22454,44908.0,1871.17,24,Closed Lost,Closed,0.0,2023-10-18,2023-11-11,,False,True
OPP-1079,ACC-6601,AE-9,CMP-40,23642,70926.0,1970.17,36,Closed Lost,Closed,0.0,2023-12-13,,,False,True
OPP-1080,ACC-1025,AE-10,CMP-15,16176,16176.0,1348.0,12,Demo,Best Case,0.3381925873884993,2023-02-10,,,False,False
OPP-1081,ACC-5787,AE-6,CMP-90,23106,23106.0,1925.5,12,Closed Lost,Closed,0.0,2022-11-15,2022-12-24,,False,True
OPP-1082,ACC-4633,AE-17,CMP-43,16195,48585.0,1349.58,36,Closed Won,Closed,1.0,2023-04-09,2023-05-04,2026-04-18,True,True
OPP-1083,ACC-6840,AE-9,CMP-86,73479,146958.0,6123.25,24,Proposal,Best Case,0.3301929432986251,2023-09-26,,,False,False
OPP-1084,ACC-5876,AE-11,CMP-28,21509,21509.0,1792.42,12,Negotiation,Upside,0.36138553354136094,2023-06-15,,,False,False
OPP-1085,ACC-259,AE-3,CMP-70,23982,23982.0,1998.5,12,Closed Won,Closed,1.0,2023-12-02,2023-12-17,2024-12-11,True,True
OPP-1086,ACC-5880,AE-8,CMP-3,8695,8695.0,724.58,12,Closed Lost,Closed,0.0,2022-09-19,2022-10-12,,False,True
OPP-1087,ACC-9096,AE-10,CMP-75,6326,12652.0,527.17,24,Closed Lost,Closed,0.0,2022-09-15,2022-09-27,,False,True
OPP-1088,ACC-6724,AE-16,CMP-40,17962,35924.0,1496.83,24,Negotiation,Pipeline,0.7554193206003117,2022-05-07,,,False,False
OPP-1089,ACC-7546,AE-0,CMP-43,21500,43000.0,1791.67,24,Demo,Upside,0.3270214755242239,2023-05-09,,,False,False
OPP-1090,ACC-3727,AE-11,CMP-51,14102,28204.0,1175.17,24,Demo,Commit,0.13711907143851523,2023-08-19,,,False,False
OPP-1091,ACC-9168,AE-3,CMP-30,21968,65904.0,1830.67,36,Closed Lost,Closed,0.0,2023-07-11,2023-08-10,,False,True
OPP-1092,ACC-5047,AE-0,CMP-69,10233,20466.0,852.75,24,Closed Lost,Closed,0.0,2023-07-06,2023-07-27,,False,True
OPP-1093,ACC-7142,AE-5,CMP-24,17938,17938.0,1494.83,12,Closed Lost,Closed,0.0,2023-11-11,2023-12-06,,False,True
OPP-1094,ACC-6602,AE-2,CMP-95,6527,13054.0,543.92,24,Negotiation,Commit,0.21125890390080354,2022-09-21,,,False,False
OPP-1095,ACC-7154,AE-15,CMP-70,19389,58167.0,1615.75,36,Closed Lost,Closed,0.0,2023-11-05,2023-11-29,,False,True
OPP-1096,ACC-2266,AE-9,CMP-50,9727,29181.0,810.58,36,Demo,Best Case,0.13432743521721935,2023-11-20,,,False,False
OPP-1097,ACC-2783,AE-16,CMP-9,7893,15786.0,657.75,24,Closed Won,Closed,1.0,2023-06-09,2023-06-26,2025-06-15,True,True
OPP-1098,ACC-1800,AE-13,CMP-66,220107,220107.0,18342.25,12,Closed Lost,Closed,0.0,2023-07-14,2023-09-04,,False,True
OPP-1099,ACC-5192,AE-4,CMP-35,24765,24765.0,2063.75,12,Closed Lost,Closed,0.0,2022-11-21,2022-12-11,,False,True
OPP-1100,ACC-8963,AE-5,CMP-22,16715,50145.0,1392.92,36,Closed Lost,Closed,0.0,2024-01-10,,,False,True
OPP-1101,ACC-6148,AE-12,CMP-62,18863,37726.0,1571.92,24,Closed Lost,Closed,0.0,2023-06-18,2023-07-02,,False,True
OPP-1102,ACC-1809,AE-1,CMP-34,8192,16384.0,682.67,24,Closed Lost,Closed,0.0,2023-10-03,2023-10-19,,False,True
OPP-1103,ACC-7397,AE-13,CMP-51,24645,73935.0,2053.75,36,Closed Lost,Closed,0.0,2023-12-03,2023-12-14,,False,True
OPP-1104,ACC-6535,AE-10,CMP-12,20291,60873.0,1690.92,36,Closed Won,Closed,1.0,2022-10-11,2022-11-12,2025-10-27,True,True
OPP-1105,ACC-2512,AE-0,CMP-50,23133,46266.0,1927.75,24,Demo,Commit,0.5768689808257631,2023-08-13,,,False,False
OPP-1106,ACC-2023,AE-2,CMP-28,14523,43569.0,1210.25,36,Closed Won,Closed,1.0,2023-09-12,2023-09-29,2026-09-13,True,True
OPP-1107,ACC-594,AE-14,CMP-53,8327,16654.0,693.92,24,Demo,Upside,0.6023266434113433,2022-09-20,,,False,False
OPP-1108,ACC-6818,AE-1,CMP-23,24086,48172.0,2007.17,24,Closed Won,Closed,1.0,2022-06-30,2022-08-03,2024-07-23,True,True
OPP-1109,ACC-9257,AE-5,CMP-52,7593,15186.0,632.75,24,Negotiation,Upside,0.69530743903719,2023-07-10,,,False,False
OPP-1110,ACC-5553,AE-12,CMP-95,16987,33974.0,1415.58,24,Closed Lost,Closed,0.0,2023-10-23,2023-11-12,,False,True
OPP-1111,ACC-1482,AE-15,CMP-18,9294,9294.0,774.5,12,Closed Won,Closed,1.0,2023-08-15,2023-08-28,2024-08-22,True,True
OPP-1112,ACC-8119,AE-19,CMP-22,16478,32956.0,1373.17,24,Closed Lost,Closed,0.0,2023-12-25,,,False,True
OPP-1113,ACC-644,AE-6,CMP-14,5155,10310.0,429.58,24,Closed Won,Closed,1.0,2023-05-17,2023-06-06,2025-05-26,True,True
OPP-1114,ACC-8742,AE-19,CMP-86,19278,38556.0,1606.5,24,Closed Lost,Closed,0.0,2023-11-21,2023-12-19,,False,True
OPP-1115,ACC-1335,AE-15,CMP-47,16808,16808.0,1400.67,12,Closed Won,Closed,1.0,2023-12-17,2023-12-27,2024-12-21,True,True
OPP-1116,ACC-8964,AE-12,CMP-53,11336,11336.0,944.67,12,Negotiation,Upside,0.26129139978910637,2023-05-19,,,False,False
OPP-1117,ACC-1876,AE-8,CMP-61,8041,24123.0,670.08,36,Demo,Best Case,0.42496881489204497,2023-11-05,,,False,False
OPP-1118,ACC-7210,AE-0,CMP-8,20177,40354.0,1681.42,24,Closed Won,Closed,1.0,2023-11-29,2023-12-10,2025-11-29,True,True
OPP-1119,ACC-2224,AE-9,CMP-42,12189,12189.0,1015.75,12,Discovery,Upside,0.22219437251291935,2023-01-23,,,False,False
OPP-1120,ACC-1603,AE-17,CMP-72,13420,13420.0,1118.33,12,Demo,Commit,0.5979929799026419,2023-10-28,,,False,False
OPP-1121,ACC-4902,AE-17,CMP-45,23893,23893.0,1991.08,12,Demo,Upside,0.23518983326995038,2023-09-30,,,False,False
